id,word,answer,hint,category
2998,首実検,くびじっけん,生首を見て本人であるか確認する,慣用句
2999,胸算用,むなざんよう,心の中で計画を立てる,慣用句
3000,腹芸,はらげい,本心を悟られないように態度で示す,慣用句
3001,袖を濡らす,そでをぬらす,涙を流す,慣用句
3002,膝を抱える,ひざをかかえる,不安や孤独で座り込む,慣用句
3003,骨抜きにする,ほねぬきにする,気力を失わせる,慣用句
3004,根回しする,ねまわしする,事前に了解を得ておく,慣用句
3005,火の粉を浴びる,ひのこをあびる,他人の問題に巻き込まれる,慣用句
3006,釘を打つ,くぎをうつ,念を押す、念押しする,慣用句
3007,天地無用,てんちむよう,荷物の上下を逆にしてはいけないという指示,慣用句
3008,当面の間,とうめんのあいだ,しばらくの間、差し当たっての期間,慣用句
3009,尻をまくる,しりをまくる,相手を威圧するような態度をとる,慣用句
3010,舌足らず,したたらず,言葉が不明瞭であったり、説明が不足していたりする様子,慣用句
3011,寝返りを打つ,ねがえりをうつ,敵方・相手方に寝返って味方になること,慣用句
3012,気を遣う,きをつかう,相手に配慮し、気を使うこと,慣用句
3013,一事が万事,いちじがばんじ,一つのことからすべてのことが推測できること,ことわざ
3014,腕の見せ所,うでのみせどころ,自分の能力や技量を発揮するのに最適な場面,慣用句
3015,顔が立つ,かおがたつ,世間に対して面目が保たれること,慣用句
3016,肩入れする,かたいれする,特定の人や団体をひいきして援助すること,慣用句
3017,気が咎める,きがとがめる,心にやましいことがあって良心が痛むこと,慣用句
3018,口が悪い,くちがわるい,人に対して乱暴な言葉や悪口を言う傾向があること,慣用句
3019,腰が引ける,こしがひける,怖気づいて、物事に積極的になれない様子,慣用句
3020,高みの見物,たかみのけんぶつ,争いなどに巻き込まれず、安全な場所から事の成り行きを見守ること,慣用句
3021,手を取り合う,てをとりあう,協力し合って物事に取り組むこと,慣用句
3022,とどのつまり,とどのつまり,最終的に行き着くところ、結局,慣用句
3023,腹を空かす,はらをすかす,お腹を減らす、ひもじく感じること,慣用句
3024,白紙に戻す,はくしにもどす,計画や交渉などを、元の何もない状態に戻すこと,慣用句
3025,呉下の阿蒙,ごかのあもう,学問や努力によって以前とは見違えるほど進歩した人のこと,故事成語
3026,風の吹き回し,かぜのふきまわし,その時の状況や世の中の動き,慣用句
3027,文句なし,もんくなし,全く不満や異論がないこと,慣用句
3028,おのれを責める,おのれをせめる,自分自身の過ちや失敗を悔やむこと,慣用句
3029,血も凍る,ちもこおる,非常に恐ろしくてゾッとすること,慣用句
3030,目を見張る,めをみはる,驚きや感動で目を大きく開くこと,慣用句
3031,二の次,にのつぎ,重要度が低いと判断され、後回しにされること,慣用句
3032,後手後手,ごてごて,対応が遅れて不利な状況になること,慣用句
3033,水の泡,みずのあわ,努力や計画が全て無駄になること,慣用句
3034,提灯を吊る,ちょうちんをつる,祭りや祝いの際に提灯を飾ること,慣用句
3035,根掘り葉掘り,ねほりはほり,細部にわたって徹底的に尋ねること,慣用句
3036,青い鳥,あおいとり,幸福の象徴、手の届かない理想,慣用句
3037,危機感,ききかん,危険が迫っているという意識や感覚,慣用句
3038,百害あって一利なし,ひゃくがいあっていちりなし,多くの害があるだけで、良い点が一つもないこと,ことわざ
3039,石に灸,いしにきゅう,全く効果がないこと、手応えがないこと,ことわざ
3040,急がず焦らず,いそがずあせらず,慌てずに、落ち着いて物事を行うこと,慣用句
3041,塵一つない,ちりひとつない,非常に清潔で、全く汚れがないこと,慣用句
3042,知らぬ間に,しらぬまに,気づかないうちに、いつの間にか,慣用句
3043,三文芝居,さんもんしばい,安っぽい、くだらない芝居や出来事,慣用句
3044,花も実もある,はなもみもある,外見も内容も優れていること,ことわざ
3045,覆面を剥がす,ふくめんをはがす,正体を暴くこと、隠された真実を明らかにすること,慣用句
3046,蛙の面に水,かえるのつらにみず,どんなことをしても全く効き目がないこと,ことわざ
3047,隣の貧乏暇なし,となりのびんぼうひまなし,貧しい者は仕事が多くて暇がないこと,ことわざ
3048,立場をわきまえる,たちばをわきまえる,自分の置かれた状況や役割を理解し、それに合った行動をとること,慣用句
3049,能書きを垂れる,のうがきをたれる,自分の知識や技能を自慢げに話すこと,慣用句
3050,油が切れる,あぶらがきれる,疲れ果てて気力がなくなること,慣用句
3051,口が軽い,くちがかるい,秘密などをすぐに他人に話してしまうこと,慣用句
3052,失敗を恐れるな,しっぱいをおそれるな,失敗を恐れずに挑戦することの大切さ,慣用句
3053,暗澹たる思い,あんたんたるおもい,将来に希望が持てず、心が暗くなるような気持ち,慣用句
3054,喉を枯らす,のどをからす,声を出したり話し続けたりして声が出なくなること,慣用句
3055,笑って済ます,わらってすます,深刻な事態を深刻に受け止めず、軽く流してしまうこと,慣用句
3056,情け深い,なさけぶかい,思いやりがあり、同情心が厚いこと,慣用句
3057,案に相違する,あんにそういする,予想や計画と異なる結果になること,慣用句
3058,二足のわらじ,にそくのわらじ,二つの異なる職業や立場を兼ねること,慣用句
3059,馬鹿にする,ばかにする,人を軽んじたり、侮辱したりすること,慣用句
3060,可愛さ余って憎さ百倍,かわいさあまってにくさひゃくばい,可愛がりすぎると、かえって憎らしくなること,ことわざ
3061,備えを固める,そなえをかためる,いざという時のために準備をしっかりすること,慣用句
3062,捕らえどころがない,とらえどころがない,曖昧で、はっきりと理解したり把握したりできないこと,慣用句
3063,出る幕ではない,でるまくではない,自分の出るべき場面ではないこと,慣用句
3064,虎の子,とらのこ,大切にしてめったに使わないもの,慣用句
3065,風雲急を告げる,ふううんきゅうをつげる,情勢が緊迫して、一触即発の状態になること,慣用句
3066,三種の神器,さんしゅのじんぎ,その分野において不可欠とされる三つの道具や要素,慣用句
3067,足元から鳥が立つ,あしもとからとりがたつ,思いがけない出来事が突然起こること,ことわざ
3068,息が長い,いきがながい,人気や活躍が長く続くこと,慣用句
3069,大口を叩く,おおぐちをたたく,実際よりも大げさに言ったり、自慢したりすること,慣用句
3070,顔パス,かおぱす,顔が知られているために、手続きなしで通れること,慣用句
3071,肩越しに,かたごしに,人の肩の上や後ろから、何かを見ること,慣用句
3072,気が立つ,きがたつ,感情が高ぶって、興奮した状態になること,慣用句
3073,息が切れる,いきがきれる,運動などで呼吸が苦しくなること,慣用句
3074,舌がもつれる,したがもつれる,うまく言葉が話せない状態,慣用句
3075,眉を焦がす,まゆをこがす,非常に心配して心を痛めること,慣用句
3076,温室育ち,おんしつそだち,苦労を知らずに育った世間知らずの人,慣用句
3077,疑わしきは罰せず,うたがわしきはばっせず,疑わしい場合は罰しないという原則,ことわざ
3078,質より量,しつよりりょう,品質よりも量を重視すること,ことわざ
3079,竜の髭,りゅうのひげ,非常に珍しいものや、手に入りにくいもの,慣用句
3080,自らの手で,みずからのてで,他人の力を借りずに自分でやること,慣用句
3081,本筋から外れる,ほんすじからはずれる,話や議論の核心から逸れること,慣用句
3082,青い顔,あおいかお,顔色が悪いこと、または心配事などで顔が青ざめていること,慣用句
3083,絵になる,えになる,景色や人物が美しく、絵画や写真の題材に適していること,慣用句
3084,垣根は作らず,かきねはつくらず,人と人との間に隔たりを作らないこと,ことわざ
3085,聞いて呆れる,きいてあきれる,あまりにもひどい言動に驚き、呆れかえること,慣用句
3086,愚公移山,ぐこういざん,根気強く努力すれば、どんな困難なことも成し遂げられること,故事成語
3087,画餅充飢,がべいじゅうき,絵に描いた餅では空腹を満たせないこと。無益なこと,故事成語
3088,親しき仲にも礼儀あり,したしきなかにもれいぎあり,親しい関係でも礼儀を忘れてはならない,ことわざ
3089,提灯に釣り鐘,ちょうちんにするがね,似て非なるもののたとえ,ことわざ
3090,頭を丸める,あたまをまるめる,責任をとるために出家する、謝罪する,慣用句
3091,腕を撫す,うでをなす,腕前を自慢する,慣用句
3092,後ろ暗い,うしろぐらい,隠している悪いことがある,慣用句
3093,大手を振る,おおでをふる,堂々と振る舞う,慣用句
3094,お墨付き,おすみつき,権威のある人のお墨付き,慣用句
3095,顔に似合わず,かおににあわず,見た目と中身が違う,慣用句
3096,気が短い,きがみじかい,すぐに怒る,慣用句
3097,指をさす,ゆびをさす,噂話をする,慣用句
3098,独り相撲,ひとりずもう,相手がいないのに一人で騒ぐ,慣用句
3099,雀の戸締り,すずめのとじまり,不注意な戸締り,慣用句
3100,袖に余る,そでにあまりる,実力以上で手に負えない,慣用句
3101,つむじ風,つむじかぜ,突然の出来事,慣用句
3102,埒が明く,らちがあく,物事が解決する,慣用句
3103,花を持たせる,はなをもたせる,他人に手柄を譲る,慣用句
3104,血の気が引く,ちのけがひく,恐怖で顔色が悪くなる,慣用句
3105,骨が折れる,ほねがおれる,苦労が多い,慣用句
3106,蚊帳の外,かやのそと,物事に関わらせてもらえない,慣用句
3107,高を止める,たかをやめる,大したことではないと見下す,慣用句
3108,脛を出す,すねをだす,秘密をばらす,慣用句
3109,鼻持ちならない,はなもちならない,嫌味で我慢できない,慣用句
3110,手際が良い,てぎわがいい,手順よく物事をこなす,慣用句
3111,足が地につかない,あしがちにつかない,浮かれて落ち着かない,慣用句
3112,息を潜める,いきをひそめる,気配を消す,慣用句
3113,色をなす,いろをなす,怒りの表情をする,慣用句
3114,後を引く,あとをひく,影響が後まで残る,慣用句
3115,肩身が狭い,かたみがせまい,恥ずかしく引け目を感じる,慣用句
3116,食い下がる,くいさがる,粘り強く交渉する,慣用句
3117,尻尾を巻く,しっぽをまく,逃げ出す,慣用句
3118,筋が通る,すじがとおる,物事に道理が通っている,慣用句
3119,手が付けられない,てがつけられない,どうにもならない,慣用句
3120,のめり込む,のめりこむ,深く熱中する,慣用句
3121,心血を注ぐ,しんけつをそそぐ,全力で取り組む,慣用句
3122,地に落ちる,ちにおちる,評判などがひどく下がる,慣用句
3123,手を貸す,てをかす,助ける,慣用句
3124,目にする,めにする,見かける,慣用句
3125,耳にする,みみにする,聞く,慣用句
3126,鼻につく,はなにつく,飽き飽きする,慣用句
3127,尻が落ち着かない,しりがおちつかない,そわそわして落ち着かない,慣用句
3128,口をすぼめる,くちをすぼめる,不満げな顔をする,慣用句
3129,舌鼓を打つ,したづつみをうつ,美味しいものを食べて満足する,慣用句
3130,首を回す,くびをまわす,後ろを振り返る,慣用句
3131,心を奪われる,こころをうばわれる,魅了される,慣用句
3132,気がつく,きがつく,気づく,慣用句
3133,気が済む,きがすむ,満足する,慣用句
3134,気が向く,きがむく,気持ちが向かう,慣用句
3135,気が重い,きがおもい,気が進まない,慣用句
3136,気が長い,きがながい,忍耐強い,慣用句
3137,気が遠くなる,きがとおくなる,圧倒される,慣用句
3138,気が早い,きがはやい,先走る,慣用句
3139,尻をまくる,しりをまくる,観念して降参する、あるいは本性を現す,慣用句
3140,寝返りを打つ,ねがえりをうつ,寝ている間に体の向きを変える。転じて、味方を裏切って敵につく,慣用句
3141,気を遣う,きをつかう,相手に配慮する、気配りをする,慣用句
3142,一事が万事,いちじがばんじ,一つのことを見れば、他の全ての事柄も同様だと判断できること,ことわざ
3143,腕の見せ所,うでのみせどころ,自分の実力や技術を存分に発揮するべき場面,慣用句
3144,お茶にする,おちゃにする,休憩したり、ごまかしたりする,慣用句
3145,面目を保つ,めんぼくをたもつ,世間に対して体面や名誉を維持する,慣用句
3146,肩入れする,かたいれする,特定の人物や団体を支持し、援助すること,慣用句
3147,気が咎める,きがとがめる,悪いことをしたという意識から、心が苦しくなる,慣用句
3148,口が悪い,くちがわるい,乱暴な言葉遣いをしたり、悪口を言ったりすること,慣用句
3149,腰が引ける,こしがひける,自信がなく、尻込みすること,慣用句
3150,高みの見物,たかみのけんぶつ,自分は安全な場所にいて、傍観すること,慣用句
3151,とどのつまり,とどのつまり,結局、最終的には,慣用句
3152,腹を空かす,はらをすかす,お腹が減る,慣用句
3153,白紙に戻す,はくしにもどす,計画や合意などを、なかったことにする,慣用句
3154,呉下の阿蒙,ごかのあもう,学問や技芸が進歩しない人をあざけっていう言葉,故事成語
3155,風の吹き回し,かぜのふきまわし,成り行きや状況が変化すること,慣用句
3156,文句なし,もんくなし,不満な点や異議がないこと,慣用句
3157,おのれを責める,おのれをせめる,自分自身の過ちを深く反省し、自分を責める,慣用句
3158,血も凍る,ちもこおる,非常に恐ろしい体験や光景に接すること,慣用句
3159,目を見張る,めをみはる,驚きや感心で目を大きく開く,慣用句
3160,二の次,にのつぎ,重要度が低いこと。後回しにすること,慣用句
3161,後手後手,ごてごて,対応が遅れ、常に不利な状況に立たされること,慣用句
3162,水の泡,みずのあわ,努力や苦労が全て無駄になること,慣用句
3163,提灯を吊る,ちょうちんをつる,夜間の照明として提灯を掲げる,慣用句
3164,根掘り葉掘り,ねほりはほり,徹底的に、詳細に尋ねること,慣用句
3165,無益の費,むえきのつい,無駄な費用や出費,慣用句
3166,青い鳥,あおいとり,幸福の象徴,慣用句
3167,百害あって一利なし,ひゃくがいあっていちりなし,多くの害があって、少しも良いところがないこと,ことわざ
3168,光陰流水,こういんりゅうすい,時間や月日が流れるのが早いこと,ことわざ
3169,石に灸,いしにきゅう,全く効果がないこと,慣用句
3170,急がず焦らず,いそがずあせらず,落ち着いて物事に取り組む姿勢,慣用句
3171,塵一つない,ちりひとつない,非常にきれいで清潔なさま,慣用句
3172,三文芝居,さんもんしばい,安っぽい、下手な演劇。転じて、取るに足らないごまかし,慣用句
3173,覆面を剥がす,ふくめんをはがす,正体や隠された事実を暴くこと,慣用句
3174,蛙の面に水,かえるのつらにみず,どんな仕打ちを受けても平然としていること,ことわざ
3175,隣の貧乏暇なし,となりのびんぼうひまなし,他人のことを心配する余裕がないほど、自分も忙しいこと,ことわざ
3176,立場をわきまえる,たちばをわきまえる,自分の置かれている状況や役割を理解し、適切な行動をとる,慣用句
3177,油が切れる,あぶらがきれる,燃料や元気がなくなること,慣用句
3178,失敗を恐れるな,しっぱいをおそれるな,失敗を恐れずに挑戦すること,慣用句
3179,暗澹たる思い,あんたんたるおもい,将来に希望がなく、暗く沈んだ気持ち,慣用句
3180,喉を枯らす,のどをからす,大声を出したり歌ったりして、声がかすれること,慣用句
3181,笑って済ます,わらってすます,問題を深刻にせず、笑顔でやり過ごす,慣用句
3182,情け深い,なさけぶかい,思いやりがあり、優しい心を持っていること,慣用句
3183,早とちり,はやとちり,早合点して、判断を誤ること,慣用句
3184,雨天決行,うてんけっこう,雨が降っても予定通り実行すること,慣用句
3185,二足のわらじ,にそくのわらじ,同時に二つの異なる職業や役割をこなすこと,慣用句
3186,馬鹿にする,ばかにする,人を軽んじたり、あざけったりすること,慣用句
3187,可愛さ余って憎さ百倍,かわいさあまってにくさひゃくばい,可愛がりすぎると、かえって憎しみを感じることがある,ことわざ
3188,火急の用,かきゅうのよう,急を要する用事,慣用句
3189,捕らえどころがない,とらえどころがない,はっきりとつかめない、曖昧なさま,慣用句
3190,持ちつ持たれつ,もちつもたれつ,互いに助け合って生活すること,慣用句
3191,虎の子,とらのこ,大切にしているもの,慣用句
3192,風雲急を告げる,ふううんきゅうをつげる,情勢が急激に変化し、不穏な状況になること,慣用句
3193,三種の神器,さんしゅのじんぎ,その分野で不可欠とされる三つの道具や要素,慣用句
3194,足元から鳥が立つ,あしもとからとりがたつ,思いがけない出来事が突然起こること,慣用句
3195,大口を叩く,おおぐちをたたく,威勢のいいことを言うが、実現が難しいこと,慣用句
3196,顔パス,かおぱす,顔を覚えられているため、入場などの手続きが不要になること,慣用句
3197,肩越しに,かたごしに,人の肩の上から見たり、物を渡したりする,慣用句
3198,気が立つ,きがたつ,感情が高ぶり、興奮している状態,慣用句
3199,息が切れる,いきがきれる,走ったりして呼吸が苦しくなること,慣用句
3200,舌がもつれる,したがもつれる,うまく話せない、ろれつが回らないこと,慣用句
3201,眉を焦がす,まゆをこがす,非常に心配する,慣用句
3202,尻をまくる,しりをまくる,それまで隠していた本性や実力を出して挑むこと,慣用句
3203,舌足らず,したたらず,言葉の滑舌が悪く、十分に話せない様子,慣用句
3204,寝返りを打つ,ねがえりをうつ,寝ている姿勢を変える。転じて、味方を裏切って敵側に回ること,慣用句
3205,気を遣う,きをつかう,相手の状況や気持ちを考えて配慮すること,慣用句
3206,一事が万事,いちじがばんじ,一つのことから全てを推し量ることができること,ことわざ
3207,腕の見せ所,うでのみせどころ,自分の能力や技能を発揮するのに最適な場面,慣用句
3208,面目を保つ,めんぼくをたもつ,世間体や体裁を維持すること,慣用句
3209,肩入れする,かたいれする,特定の人物や団体を支持し、助けること,慣用句
3210,気が咎める,きがとがめる,自分のしたことや言ったことについて、心にやましさを感じること,慣用句
3211,口が悪い,くちがわるい,人に対して辛辣なことや悪口を言う傾向があること,慣用句
3212,高みの見物,たかみのけんぶつ,自分は関わらず、傍観者として事態の成り行きを見守ること,慣用句
3213,腹を空かす,はらをすかす,お腹が減ること,慣用句
3214,白紙に戻す,はくしにもどす,計画や交渉などを最初からやり直すこと,慣用句
3215,呉下の阿蒙,ごかのあもう,以前と比べて見違えるほど進歩した人のこと,故事成語
3216,風の吹き回し,かぜのふきまわし,その時の状況や巡り合わせ、成り行き,慣用句
3217,文句なし,もんくなし,何の異論や不満もないこと,慣用句
3218,おのれを責める,おのれをせめる,自分の過ちや不手際を反省し、自分を非難すること,慣用句
3219,血も凍る,ちもこおる,非常に恐ろしいこと、身の毛がよだつほど怖いこと,慣用句
3220,目を見張る,めをみはる,驚いたり感心したりして、目を大きく開くこと,慣用句
3221,二の次,にのつぎ,重要度が低いこと、後回しにされること,慣用句
3222,後手後手,ごてごて,対応が遅れ、いつも不利な状況に立たされること,慣用句
3223,提灯を吊る,ちょうちんをつる,祭りなどの行事で提灯を飾ること,慣用句
3224,根掘り葉掘り,ねほりはほり,物事の細部にわたって徹底的に尋ねること,慣用句
3225,青い鳥,あおいとり,手の届かない、あるいは存在しない幸福の象徴,慣用句
3226,危機感,ききかん,危険が迫っていると感じる気持ち,慣用句
3227,百害あって一利なし,ひゃくがいはっていちりなし,全く良い点がなく、害ばかりが多いこと,ことわざ
3228,石に灸,いしにきゅう,全く効果がないこと、無駄なこと,慣用句
3229,塵一つない,ちりひとつない,非常に清潔で、少しの汚れもないこと,慣用句
3230,知らぬ間に,しらぬまに,本人が気づかないうちに、いつの間にか,慣用句
3231,三文芝居,さんもんしばい,安っぽく、質の低い芝居。転じて、安っぽい企みや演技,慣用句
3232,花も実もある,はなもみもある,外見も中身も優れていること,慣用句
3233,蛙の面に水,かえるのつらにみず,どんなに冷たくされても全くこたえないこと,ことわざ
3234,隣の貧乏暇なし,となりのびんぼうひまなし,他人の境遇を心配する余裕がないほど、自分自身が忙しいこと,ことわざ
3235,立場をわきまえる,たちばをわきまえる,自分の置かれている状況や役割を理解して行動すること,慣用句
3236,能書きを垂れる,のうがきをたれる,自分の知識や手腕をひけらかすこと,慣用句
3237,油が切れる,あぶらがきれる,燃料や気力が尽きて、物事が続けられなくなること,慣用句
3238,口が軽い,くちがかるい,秘密などをすぐに他人に話してしまう傾向があること,慣用句
3239,失敗を恐れるな,しっぱいをおそれるな,失敗を恐れずに挑戦することの勧め,ことわざ
3240,暗澹たる思い,あんたんたるおもい,将来に希望が持てず、心が暗く沈んだ気持ち,慣用句
3241,喉を枯らす,のどをからす,大声を出したり、たくさん話したりして声が出なくなること,慣用句
3242,笑って済ます,わらってすます,深刻な事態を笑顔でごまかしたり、冗談めかして終わらせたりすること,慣用句
3243,情け深い,なさけぶかい,思いやりがあり、他人を慈しむ気持ちが強いこと,慣用句
3244,早とちり,はやとちり,早合点してしまい、間違いを犯すこと,慣用句
3245,二足のわらじ,にそくのわらじ,両立しにくい二つの職業や役割を同時にこなすこと,慣用句
3246,馬鹿にする,ばかにする,人を軽んじたり、見下したりすること,慣用句
3247,可愛さ余って憎さ百倍,かわいさあまってにくさひゃくばい,可愛がりすぎた結果、少しでも期待を裏切られると憎しみが倍増すること,ことわざ
3248,火急の用,かきゅうのよう,非常に差し迫った用事、緊急の用事,慣用句
3249,備えを固める,そなえをかためる,いざという時に備えて準備を万全にすること,慣用句
3250,出る幕ではない,でるまくではない,自分が出るべき状況ではない、関与すべきではないこと,慣用句
3251,持ちつ持たれつ,もちつもたれつ,互いに助け合ったり頼り合ったりする関係,慣用句
3252,虎の子,とらのこ,大切にしているもの、滅多に手放さないもの,慣用句
3253,風雲急を告げる,ふううんきゅうをつげる,事態が緊迫し、大きな変動が起こりそうな状況,慣用句
3254,三種の神器,さんしゅのじんぎ,その分野において不可欠とされる三つのもの,慣用句
3255,足元から鳥が立つ,あしもとからとりがたつ,身近なところで予期せぬ出来事が起こること,ことわざ
3256,大口を叩く,おおぐちをたたく,大きなことや自慢話を言うこと,慣用句
3257,顔パス,かおぱす,顔を知られているために、身分証明なしで通過できること,慣用句
3258,肩越しに,かたごしに,人の肩の上から、または人の背後から見ること,慣用句
3259,気が立つ,きがたつ,神経が高ぶり、興奮している状態,慣用句
3260,息が切れる,いきがきれる,走り続けたりして呼吸が苦しくなること。転じて、物事が途中で続かなくなること,慣用句
3261,舌がもつれる,したがもつれる,緊張や酔いなどで、言葉がうまく話せなくなること,慣用句
3262,眉を焦がす,まゆをこがす,火事などの災難に遭うこと。転じて、ひどく慌てること,慣用句
3263,疑わしきは罰せず,うたがわしきはばっせず,疑わしい場合は罰を与えないのが原則であること,ことわざ
3264,竜の髭,りゅうのひげ,珍しいものや貴重なもの。転じて、入手困難なもの,慣用句
3265,自らの手で,みずからのてで,他人の力を借りずに、自分自身の力で,慣用句
3266,異を唱える,いをとなえる,他人の意見や決定に対して反対の意見を述べること,慣用句
3267,青い顔,あおいかお,気分が悪かったり、心配事があったりして顔色が悪いこと,慣用句
3268,絵になる,えになる,情景が美しく、絵画や写真の題材としてふさわしいこと,慣用句
3269,垣根は作らず,かきねはつくらず,人と人との間に壁を作らず、親しく交流すること,慣用句
3270,聞いて呆れる,きいてあきれる,あまりにも馬鹿げた話や状況に、開いた口が塞がらないほど驚くこと,慣用句
3271,目を覚ます,めをさます,眠りから覚める。転じて、過ちに気づき、反省すること,慣用句
3272,三顧の礼,さんこのれい,ある人を何度も訪ねて、厚くもてなして迎えること,故事成語
3273,後ろの正面だあれ,うしろのしょうめんだあれ,意外な人物や事柄が明らかになること,ことわざ
3274,隗より始めよ,かいよりはじめよ,大きな事業は、まず身近なところから始めるべきだということ,故事成語
3275,朝顔に釣瓶取られてもらい水,あさがおにつるべとられてもらいみず,風流を重んじて不便を受け入れること,ことわざ
3276,我慢比べ,がまんくらべ,互いに我慢してどちらが勝るか競うこと,慣用句
3277,心に留める,こころにとめる,忘れないように心に覚えておくこと,慣用句
3278,言わずもがな,いわずもがな,言うまでもない、言わない方が良い,慣用句
3279,当面の間,とうめんのあいだ,差し当たってしばらくの間,慣用句
3280,尻をまくる,しりをまくる,相手を威嚇したり、反抗的な態度をとったりすること,慣用句
3281,舌足らず,したたらず,言葉をうまく話せないこと。説明が不十分なこと,慣用句
3282,寝返りを打つ,ねがえりをうつ,寝ている間に体の向きを変える。転じて、味方から敵に変わること,慣用句
3283,面目を保つ,めんぼくをたもつ,世間体や評判を維持すること,慣用句
3284,血も凍る,ちもこおる,非常に恐ろしい,慣用句
3285,目を見張る,めをみはる,驚きや感嘆で目を大きく開く,慣用句
3286,後手後手,ごてごて,対応が遅れること,慣用句
3287,提灯を吊る,ちょうちんをつる,提灯を飾る。転じて、人を持ち上げること,慣用句
3288,根掘り葉掘り,ねほりはほり,徹底的に尋ねること,慣用句
3289,肩入れする,かた入れする,ある人や団体をひいきして援助すること,慣用句
3290,気が咎める,きがとがめる,後ろめたい気持ちになること,慣用句
3291,口が悪い,くちがわるい,悪口を言ったり、皮肉を言ったりすること,慣用句
3292,高みの見物,たかみのけんぶつ,争いなどを傍観すること,慣用句
3293,呉下の阿蒙,ごかのあもう,学問や技芸が以前と比べて格段に進歩していること,故事成語
3294,風の吹き回し,かぜのふきまわし,偶然の巡り合わせ,慣用句
3295,文句なし,もんくなし,全く異論や不満がないこと,慣用句
3296,おのれを責める,おのれをせめる,自分の過ちを反省すること,慣用句
3297,二の次,にのつぎ,重要度の低いものとして後回しにすること,慣用句
3298,七面倒臭い,しちめんどうくさい,非常に面倒である,慣用句
3299,無益の費,むえきのついえ,無駄な出費,慣用句
3300,青い鳥,あおいとり,幸福の象徴。手に入りにくいもの,慣用句
3301,危機感,ききかん,危険が差し迫っているという感覚,慣用句
3302,百害あって一利なし,ひゃくがいあっていちりなし,害ばかり多くて少しも得になることがない,ことわざ
3303,急がず焦らず,いそがずあせらず,落ち着いて行動すること,慣用句
3304,塵一つない,ちりひとつない,非常にきれいで清潔なこと,慣用句
3305,知らぬ間に,しらぬまに,いつの間にか,慣用句
3306,三文芝居,さんもんしばい,安っぽくてつまらない芝居。転じて、下手なごまかし,慣用句
3307,蛙の面に水,かえるのつらにみず,どんな仕打ちを受けても全くこたえないこと,慣用句
3308,隣の貧乏暇なし,となりのびんぼうひまなし,他人のことを心配する余裕がないほど自分のことで手一杯であること,ことわざ
3309,立場をわきまえる,たちばをわきまえる,自分の置かれている状況を理解して行動すること,慣用句
3310,能書きを垂れる,のうがきをたれる,自分の知識や技能をひけらかすこと,慣用句
3311,油が切れる,あぶらがきれる,気力や活力がなくなること,慣用句
3312,口が軽い,くちがかるい,秘密を守れないこと,慣用句
3313,暗澹たる思い,あんたんたるおもい,将来に希望が持てず、暗く沈んだ気持ち,慣用句
3314,喉を枯らす,のどをからす,大声を出して声が出なくなること,慣用句
3315,笑って済ます,わらってすます,深刻に捉えずに、笑い話にして終わらせること,慣用句
3316,早とちり,はやとちり,早合点して間違えること,慣用句
3317,三顧の礼,さんこのれい,目上の人が優れた人物を招く際に、手厚い礼を尽くすこと,故事成語
3318,尻をまくる,しりをまくる,それまでの遠慮や遠慮がなくなり、強気に出ること,慣用句
3319,舌足らず,したたらず,言葉がうまくしゃべれないこと,慣用句
3320,寝返りを打つ,ねがえりをうつ,寝ているときに体の向きを変えること。転じて、味方を変えること,慣用句
3321,気を遣う,きをつかう,相手に配慮し、心を用いること,慣用句
3322,面目を保つ,めんぼくをたもつ,世間体や体裁を守ること,慣用句
3323,腹を空かす,はらをすかす,お腹がすく,慣用句
3324,血も凍る,ちもこおる,恐ろしさで体中の血が凍りつくように感じられるさま,慣用句
3325,目を見張る,めをみはる,驚いたり感心したりして目を大きく開くこと,慣用句
3326,後手後手,ごてごて,物事の対応が遅れて、いつも不利な状況になること,慣用句
3327,提灯を吊る,ちょうちんをつる,提灯を掛ける。転じて、人の陰で威勢を示す,慣用句
3328,肩入れする,かたいれする,ひいきして、味方すること,慣用句
3329,気が咎める,きがとがめる,悪いことをしたと感じて、心が痛むこと,慣用句
3330,腰が引ける,こしがひける,自信がなく、尻込みする態度をとること,慣用句
3331,高みの見物,たかみのけんぶつ,自分では関わらず、安全な場所から事の成り行きを見ること,慣用句
3332,白紙に戻す,はくしにもどす,これまでの経緯や計画をすべて無かったことにして、最初からやり直すこと,慣用句
3333,呉下の阿蒙,ごかのあもう,学問などが進歩して昔日の面影がない人物のこと,故事成語
3334,風の吹き回し,かぜのふきまわし,その時々の都合や状況の変化,慣用句
3335,文句なし,もんくなし,何の異論もなく、全く問題がないこと,慣用句
3336,おのれを責める,おのれをせめる,自分自身の過ちや欠点を反省し、責任を負うこと,慣用句
3337,二の次,にのつぎ,重要度が低いものとして、後回しにすること,慣用句
3338,五体満足,ごたいまんぞく,身体のどこにも欠陥がないこと,慣用句
3339,無益の費,むえきのついえ,何の益にもならない無駄な出費,慣用句
3340,青い鳥,あおいとり,幸福の象徴や、理想とするもの,慣用句
3341,百害あって一利なし,ひゃくがいあっていちりなし,害ばかりで全く良い点がないこと,ことわざ
3342,塵一つない,ちりひとつない,少しも汚れていない、非常に清潔な状態,慣用句
3343,三文芝居,さんもんしばい,安っぽくてつまらない劇や演技,慣用句
3344,覆面を剥がす,ふくめんをはがす,隠していた正体や本性を暴くこと,慣用句
